Database,ParentGlobalID,SiteName,Assessors,Recorder,QA,CollectionDate,CreationDate,Creator,EditDate,Lat_field,Long_field,Weather,PctCloudCover,Disturbances,Disturbances_details,Bankwidth_0,Bankwidth_15,Bankwidth_30,ReachLength_targ,ReachLength_actual,Slope,Landuse,Lanuse_Notes,Riparian_yn,ErosionDeposition_yn,FloodplainConnectivity_yn,SurfaceFlow_pct,SurfaceSubsurfaceFlow_pct,IsolatedPools_number,SeepsSprings_yn,WaterInChannel_score,WaterInChannel_notes,HydricSoils_score,HydricSoils_locations,HydricSoils_notes,WoodyJams_number,WoodyJams_source,WoodyJams_notes,UplandRootedPlants_score,UplandRootedPlants_notes,SedimentOnPlantsDebris_score,SedimentOnPlantsDebris_notes,SoilMoisture1,SoilMoisture2,SoilMoisture3,SoilTexture1,SoilTexture2,SoilTexture3,Sinuosity_score,Sinuousity_method,Sinuosiy_notes,ChannelDimensions_score,ChannelDimensions_method,RifflePoolSeq_score,RifflePoolSeq_notes,SubstrateSorting_score,SubstrateSorting_notes,Fish_score,BMI_score,Algae_score,Mosquitofish,Vertebrate_notes,IOFB_yn,Snakes_yn,Snakes_abundance,Turtles_yn,Turtles_abundance,Amphibians_yn,Amphibians_abundance,FrogVocalizations_yn,BiologicalIndicators_notes,AlgalCover_Live,AlgalCover_Dead,AlgalCover_Upstream,AlgalCover_notes,dens_UU,dens_UL,dens_UR,dens_UD,dens_MU,dens_ML,dens_MR,dens_MD,dens_DU,dens_DL,dens_DR,dens_DD,Moss_cover,Liverwort_cover,Bryophyte_notes,DifferencesInVegetation_score,DifferencesInVegetation_notes,NWPL_checklist,Additional_notes,PctCover,SiteCode_Original,SiteCode,CalcTime
Baseline,7d8b7ed2-d1b3-48a7-8cb9-e1d886287173,NF KINGS R BL DINKEY C NR BALCH CAMP CA,Kat Nickel and Emma Debasitis,Kat Nickel,Emma Debasitis,2020-07-31T19:00:00Z,2020-08-12T03:22:50Z,FDAM_West,2020-08-14T03:18:11Z,36.87967,-119.12873,clearsunny,NA,NA,NA,17.4,15.4,16,650.6666667,200,1,"forested,other_natural",NA,yes,no,yes,100,NA,NA,notdectected,6,NA,3,1,NA,0,yes,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,1,visual estimate,NA,2.25,visual estimate,3,NA,1.5,NA,3,3,3,no,NA,notdectected,notdectected,NA,notdectected,NA,present,NA,present,NA,>40%,notdetected,NA,NA,1,1,5,0,3,11,11,1,3,14,12,4,notdetected,notdetected,NA,3,NA,WMVC,NA,NA,CAWM0724,CAWM0724,2021-08-05T23:09:55Z
Baseline,fdc3ffbe-b1e2-459d-bf2a-892628c97a3f,BIG C AB WHITES GULCH NR GROVELAND CA,Kat Nickel and Emma Debasitis,Kat Nickel,Emma Debasitis,2020-08-02T19:00:00Z,2020-08-12T03:47:39Z,FDAM_West,2020-08-12T03:47:39Z,37.84187,-120.18491,clearsunny,NA,NA,NA,9,6.3,1.1,218.6666667,200,1,"urban,forested",NA,yes,no,no,0,50,2,notdectected,2,NA,3,2,NA,0,NA,NA,0,NA,0,NA,saturated,saturated,partiallydry,loamysand,clayloam,sand,1,visual estimate,In canyon,0,visual estimate,2,NA,2.25,NA,3,1,1,no,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,<2%,notdetected,NA,NA,3,5,14,5,12,13,1,4,17,10,8,10,notdetected,notdetected,NA,3,NA,WMVC,NA,NA,CAWM0684,CAWM0684,2021-08-05T23:09:55Z
Baseline,e5dbf77c-5322-4af8-8cae-ebd443b68968,StotenburgCreek,Hannah Kim and Emma Debasitis,Hannah Kim,Emma Debasitis,2020-08-12T19:00:00Z,2020-08-12T23:38:38Z,FDAM_West,2020-08-14T03:20:11Z,41.88690368,-124.1441859,clearsunny,NA,vegetation,NA,3.5,2.1,3,114.6666667,114.6666667,0,NA,NA,yes,no,yes,0,NA,NA,notdectected,0,NA,0,3,NA,2,yes,NA,2,NA,0,NA,partiallydry,dry,partiallydry,slityclayloam,slityclayloam,slityclayloam,0,visual estimate,NA,3,visual estimate,0,NA,0.75,NA,0,0,0,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,notdetected,notdetected,NA,NA,17,17,17,17,17,17,17,17,17,17,17,17,notdetected,notdetected,NA,2,NA,WMVC,NA,NA,CAWM0478,CAWM0478,2021-08-05T23:09:55Z
Baseline,b8ab7fd4-15d5-464f-99c7-0d1b7ddaf410,Morrison Creek,Hannah Kim and Emma Debasitis,Hannah Kim,Emma Debasitis,2020-08-12T19:00:00Z,2020-08-14T00:28:37Z,FDAM_West,2020-08-14T00:29:44Z,41.90426919,-124.1541244,clearsunny,NA,NA,NA,4.3,3.9,3.9,161.3333333,161.3333333,0,agricultural,NA,yes,no,yes,50,100,0,notdectected,3,NA,0,3,NA,0,yes,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,0,visual estimate,NA,0.75,visual estimate,1,NA,3,NA,0,1,1,NA,NA,present,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,<2%,notdetected,NA,NA,17,17,17,17,17,17,17,17,17,17,17,17,notdetected,>10%,NA,3,NA,WMVC,There is an ag pipe pumping water into reach just under 1/2 mark. This makes 1/2 reach wet.,NA,CAWM0477,CAWM0477,2021-08-05T23:09:55Z
Baseline,061f88ed-b6f6-4093-b93a-6e2bd5aff9d3,BUFFALO FORK AB LAVA CREEK NR MORAN WY,Paco Villegas and Alexus cobarrubias,Paco Villegas,Paco Villegas,2020-08-18T19:00:00Z,2020-09-11T00:38:51Z,NA,2020-09-11T00:38:51Z,43.83806,-110.44083,cloudy,NA,NA,NA,38.8,38.4,37.2,1525.333333,200,0.75,"urban,other_natural",Bridge and road nearby,yes,no,yes,100,NA,NA,notdectected,6,NA,0,3,NA,0,no,NA,2,NA,0,NA,NA,NA,NA,NA,NA,NA,1,visual estimate,NA,2.25,visual estimate,1,NA,2.25,NA,1.5,3,3,no,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,10-40%,2-10%,no,NA,0,0,0,0,0,0,0,0,0,0,0,0,notdetected,notdetected,NA,2.5,NA,WMVC,NA,100,WYWM1510,WYWM1510,2021-08-05T23:09:55Z
Baseline,a60f134d-b6da-4e28-b31f-efff9fbcd8a6,Trib to North Post Ck,Alexus Cobarrubias and Paco Villegas,Paco Villegas,Paco Villegas,2020-09-04T19:00:00Z,2020-09-11T00:38:57Z,NA,2020-09-11T21:52:50Z,40.42903908,-123.2739063,clearsunny,NA,NA,NA,1.82,1.78,1.8,72,70,1.3,"urban,forested",NA,yes,yes,no,0,0,0,notdectected,0,NA,0,3,NA,0,yes,NA,3,NA,0,NA,dry,dry,dry,sandyloam,sandyloam,sandyloam,0.5,visual estimate,NA,0,visual estimate,2,NA,2.25,NA,0,0.5,1,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,notdetected,2-10%,NA,NA,17,16,17,17,16,15,16,17,13,12,15,14,>10%,2-10%,NA,2.5,NA,WMVC,Additional photos show inverts that broke before putting in vile,NA,CAWM0522,CAWM0522,2021-08-05T23:09:55Z
Baseline,9a65f578-27bd-4ac5-bfe0-f5e2d8e48f85,Long Gulch at FR1n13,Alexus Cobarrubias and Paco Villegas,Paco Villegas,Paco Villegas,2020-09-04T19:00:00Z,2020-09-11T00:39:04Z,NA,2020-09-11T22:24:24Z,40.40699538,-123.2840743,clearsunny,NA,NA,NA,3.2,4.1,2.95,136.6666667,140,0.66,"urban,forested",NA,no,no,yes,0,0,0,notdectected,0,NA,0,3,NA,0,yes,NA,2.5,NA,0,NA,dry,dry,dry,sandyloam,sandyloam,sandyclayloam,1,visual estimate,NA,2.25,visual estimate,2,NA,1.5,NA,0,0.5,2,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,notdetected,10-40%,no,NA,16,13,17,13,12,17,17,14,15,17,17,16,>10%,notdetected,NA,0.5,NA,WMVC,NA,NA,CAWM0523,CAWM0523,2021-08-05T23:09:55Z
Baseline,697e041e-6374-4a15-a46e-2d74697b4543,Calf Creek,Alexus Cobarrubias and Paco Villegas,Paco Villegas,Paco Villegas,2020-09-03T19:00:00Z,2020-09-11T00:39:08Z,NA,2020-09-11T18:54:34Z,40.35062449,-123.9776637,clearsunny,NA,NA,NA,2.3,2.5,2.7,100,100,0.63,"urban,forested",NA,no,no,no,0,NA,NA,notdectected,0,NA,0,3,NA,1,yes,NA,2,NA,0,NA,dry,dry,dry,siltloam,siltloam,sandyclay,0.5,visual estimate,NA,1.5,visual estimate,2,NA,2.25,NA,0,0,0,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,notdetected,notdetected,NA,NA,17,17,17,17,17,17,17,17,17,17,17,17,notdetected,notdetected,NA,0,NA,WMVC,NA,NA,CAWM0525,CAWM0525,2021-08-05T23:09:55Z
Baseline,bdc188f2-9c75-4e61-a43a-2d21141aca9a,10mileCreek near Branscomb,Alexus cobarrubias and Paco Villegas,Paco Villegas,Paco Villegas,2020-09-03T19:00:00Z,2020-09-11T00:39:12Z,NA,2020-09-11T18:31:05Z,39.68838,-123.49251,clearsunny,NA,NA,NA,8.9,12.1,10.4,418.6666667,200,1.6,"urban,forested",NA,yes,yes,yes,0,0,5,notdectected,2,Reach consisted of stagnant standing pools. No flow was visible.,3,1,NA,1,yes,NA,0.5,NA,0,NA,NA,NA,NA,NA,NA,NA,0.5,visual estimate,NA,1.5,visual estimate,2,NA,2.25,NA,3,3,3,no,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,>40%,2-10%,no,NA,13,16,9,4,12,16,15,9,15,17,17,17,notdetected,notdetected,NA,0.5,NA,WMVC,NA,NA,CAWM0549,CAWM0549,2021-08-05T23:09:55Z
Baseline,a3c2b5f5-7a49-435d-98f7-68da4cf6d9a3,Prosper Tributary to Hoback,Alexus Cobarrubias and Paco Villegas,Paco Villegas,Paco Villegas,2020-08-17T18:00:00Z,2020-09-11T00:39:18Z,NA,2020-09-11T00:39:18Z,43.1555,-110.37475,clearsunny,NA,NA,Stream channel not well defined with multiple side channels,3.7,3.8,3.1,141.3333333,140,1,"urban,agricultural",Evidence of cows (trampling and cow pies),no,no,yes,0,0,0,notdectected,0,NA,0,3,NA,0,no,NA,3,NA,0.5,NA,dry,dry,dry,siltloam,siltloam,siltloam,0.5,visual estimate,NA,2.25,visual estimate,0.5,NA,0.75,NA,0,0.5,1,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,notdetected,2-10%,no,NA,0,0,0,0,0,0,0,0,0,0,0,0,notdetected,notdetected,NA,0,NA,WMVC,NA,NA,WYWM1521,WYWM1521,2021-08-05T23:09:55Z
Baseline,ff38a7e0-fc8d-4e45-90cc-14c19f9fecf6,Prosper Tributary to Fisherman's Creek,Alexus Cobarrubias and Paco Villegas,Paco Villegas,Paco Villegas,2020-08-17T18:00:00Z,2020-09-11T00:39:24Z,NA,2020-09-11T00:39:24Z,43.13794,-110.28984,clearsunny,NA,NA,NA,0.75,0.55,0.5,24,40,4.8,"urban,other_natural",NA,yes,no,yes,0,0,2,notdectected,1,NA,0,3,NA,0,yes,NA,1.5,NA,0,NA,saturated,NA,NA,siltyclay,NA,NA,1.5,visual estimate,NA,1.5,visual estimate,2,NA,0,NA,0,1,3,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,present,NA,>40%,2-10%,no,NA,1,3,0,0,1,11,6,3,0,2,2,0,notdetected,notdetected,NA,3,NA,WMVC,NA,NA,WYWM1523,WYWM1523,2021-08-05T23:09:55Z
Baseline,00d76c93-92d9-471b-882f-a4219a423a62,DAGGETT CK NR GENOA_ NV,Alexus Cobarrubias and Paco Villegas,Paco Villegas,Paco Villegas,2020-10-02T19:00:00Z,2020-10-02T23:26:21Z,NA,2021-01-06T21:49:29Z,38.9645,-119.84932,clearsunny,NA,NA,NA,1.2,1,1.4,48,50,12.6,"urban,other_natural",NA,yes,no,no,100,NA,NA,notdectected,6,NA,0,3,NA,0,NA,NA,2.5,NA,0,NA,NA,NA,NA,NA,NA,NA,0.5,visual estimate,NA,0,visual estimate,3,NA,2.25,NA,0,3,1,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,<2%,notdetected,NA,NA,16,10,17,16,16,14,17,15,12,15,17,16,notdetected,notdetected,NA,2.5,NA,WMVC,NA,NA,NVWM1255,NVWM1255,2021-08-05T23:09:55Z
Baseline,921b887f-e25c-453f-b967-76302676100a,SULPHUR CR.AB.RES.BL.LA CHAPELLE CR.NR EVANSTONWY,Alexus Cobarrubias and Paco Villegas,Paco Villegas,Paco Villegas,2020-10-03T18:00:00Z,2021-01-07T21:14:18Z,NA,2021-01-07T21:14:18Z,41.12911,-110.80656,clearsunny,NA,NA,NA,6.6,6.5,6.2,257.3333333,200,0.75,"urban,agricultural",NA,no,no,no,100,NA,NA,notdectected,6,NA,3,1,NA,0,no,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,1,visual estimate,NA,1.5,visual estimate,2.5,NA,3,NA,1,3,3,no,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,>40%,10-40%,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,>10%,notdetected,NA,0.5,NA,WMVC,NA,NA,WYWM1540,WYWM1540,2021-08-05T23:09:55Z
Baseline,e502e058-fb5d-4343-ae34-3ccbddee9dc1,Sage Creek,Alexus Cobarrubias and Paco Villegas,Paco Villegas,Paco Villegas,2020-10-04T18:00:00Z,2021-01-07T21:14:24Z,NA,2021-01-07T21:14:24Z,41.24059,-109.22985,clearsunny,NA,NA,NA,0.65,0.55,0.55,23.33333333,40,1.75,"urban,other_natural",NA,no,no,no,100,NA,NA,notdectected,6,NA,3,3,NA,0,no,NA,3,NA,0.25,NA,NA,NA,NA,NA,NA,NA,0.5,visual estimate,NA,1.5,visual estimate,0.5,NA,0,NA,0,3,3,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,>40%,<2%,no,NA,0,8,4,2,2,2,0,1,0,0,3,1,notdetected,notdetected,NA,0.5,NA,WMVC,NA,NA,WYWM0774,WYWM0774,2021-08-05T23:09:55Z
Baseline,d9a33b5a-4a87-48c6-922f-2a0826d8b4c5,Greenhough Creek,Alexus Cobarrubias and Paco Villegas,Paco Villegas,Paco Villegas,2020-10-04T18:00:00Z,2021-01-07T21:14:30Z,NA,2021-01-07T21:14:30Z,41.05184394,-109.2216434,clearsunny,NA,NA,NA,0.35,0.35,0.75,19.33333333,40,4.6,"urban,other_natural",NA,yes,no,yes,100,NA,NA,notdectected,6,NA,3,1,NA,0,no,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,0,visual estimate,NA,3,visual estimate,1.5,NA,0,NA,0,3,2,NA,NA,present,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,10-40%,notdetected,NA,NA,8,0,9,10,12,8,15,5,16,4,15,16,<2%,notdetected,NA,3,NA,WMVC,Temp and conductivity meter readings not accurate. Meter not working properly,NA,WYWM0749,WYWM0749,2021-08-05T23:09:55Z
Baseline,1f30e29f-0922-4f4d-a3dc-5d617a3553eb,Prosper Tributary to Fisherman's Creek,Alexus Cobarrubias and Paco Villegas,Paco Villegas,Paco Villegas,2020-10-05T18:00:00Z,2021-01-07T21:14:35Z,NA,2021-01-07T21:14:35Z,43.13794,-110.28984,clearsunny,NA,NA,NA,0.75,0.7,0.8,30,30,4,"urban,other_natural",NA,yes,no,no,90,90,0,notdectected,3,NA,0,3,NA,0,yes,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,1,visual estimate,NA,1.5,visual estimate,1,NA,0,NA,0,3,1,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,2-10%,notdetected,NA,NA,2,2,0,0,8,5,0,0,0,2,7,7,notdetected,notdetected,NA,3,NA,WMVC,NA,NA,WYWM1523,WYWM1523,2021-08-05T23:09:55Z
Baseline,1d58d348-f4e8-42bb-998d-1546c26e82de,Prosper Tributary to Hoback,Alexus Cobarrubias and Paco Villegas,Paco Villegas,Paco Villegas,2020-10-05T18:00:00Z,2021-01-07T21:14:39Z,NA,2021-01-07T21:14:39Z,43.1555,-110.37475,clearsunny,NA,NA,NA,3.43,3.5,2.7,128.4,140,2,"urban,agricultural",NA,no,no,no,0,NA,NA,notdectected,0,NA,0,3,NA,0,no,NA,3,NA,0.5,NA,dry,dry,dry,siltyclay,siltyclay,slityclayloam,0.5,visual estimate,NA,1.5,visual estimate,0.5,NA,0.75,NA,0,0,0,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,notdetected,notdetected,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,notdetected,notdetected,NA,0,NA,WMVC,NA,NA,WYWM1521,WYWM1521,2021-08-05T23:09:55Z
Baseline,00dfd42c-c3a4-4921-bbfd-402419fcf48a,BUFFALO FORK AB LAVA CREEK NR MORAN WY,Alexus Cobarrubias,Paco Villegas,Paco Villegas,2020-10-06T18:00:00Z,2021-01-07T21:14:45Z,NA,2021-01-07T21:14:45Z,43.8384188,-110.4410964,clearsunny,NA,NA,NA,36.8,40.8,35.8,1512,200,1,"urban,other_natural",NA,yes,no,no,100,NA,NA,notdectected,6,NA,3,1,NA,0,no,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,2,visual estimate,NA,1.5,visual estimate,2,NA,2.25,NA,0,3,3,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,>40%,10-40%,no,NA,0,0,0,0,0,0,0,0,0,0,0,0,notdetected,notdetected,NA,2,NA,WMVC,Conductivity meter not reading correctly,NA,WYWM1510,WYWM1510,2021-08-05T23:09:55Z
Baseline,979ad10a-7a65-416c-a842-228184ff692a,LITTLE SOURDOUGH CREEK NEAR BUFFALO WYO.,Alexus Cobarrubias and Paco Villegas,Paco Villegas,Paco Villegas,2020-10-07T18:00:00Z,2021-01-07T21:14:52Z,NA,2021-01-07T21:14:52Z,44.26469,-106.91867,clearsunny,NA,NA,NA,2.4,1.9,2.5,90.66666667,90,9,"forested,other_natural",NA,yes,no,no,100,NA,NA,notdectected,6,NA,3,3,NA,1,yes,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,0.5,visual estimate,NA,0,visual estimate,2.5,NA,2.25,NA,0,3,3,NA,NA,present,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,>40%,10-40%,NA,NA,2,7,5,4,12,14,11,15,3,8,6,9,>10%,2-10%,NA,2,NA,WMVC,Conductivity meter broken,NA,WYWM1500,WYWM1500,2021-08-05T23:09:55Z
Baseline,5b5b0f68-eaaf-474d-9b53-b5b672269f17,BOX ELDER CREEK AT BOXELDER_ WY,Alexus Cobarrubias and Paco Villegas,Paco Villegas,Paco Villegas,2020-10-08T18:00:00Z,2021-01-07T21:14:59Z,NA,2021-01-07T21:14:59Z,42.61194,-105.85967,clearsunny,NA,NA,NA,0.75,0.7,1.85,44,50,5.2,"urban,other_natural",NA,yes,no,yes,100,NA,NA,notdectected,6,NA,0,3,NA,2,no,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,1.5,visual estimate,NA,1.5,visual estimate,2,NA,1.5,NA,0,3,3,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,present,NA,10-40%,notdetected,NA,NA,5,0,0,2,0,4,0,0,4,5,5,0,notdetected,notdetected,NA,3,NA,WMVC,Conductivity meter broken/ not accurate,NA,WYWM1530,WYWM1530,2021-08-05T23:09:55Z
Baseline,a689c8bb-bc00-4205-8403-9fe3200a9261,CARLSON CREEK DITCH NEAR ARLINGTON WY,Alexus Cobarrubias and Paco Villegas,Paco Villegas,Paco Villegas,2020-10-09T18:00:00Z,2021-01-07T21:15:06Z,NA,2021-01-07T21:15:06Z,41.4970362,-106.2779906,clearsunny,NA,NA,NA,4.5,1.75,1.3,100.6666667,100.6666667,NA,"urban,forested",NA,yes,no,no,100,NA,NA,notdectected,6,NA,0,3,NA,0,yes,NA,1.5,NA,0,NA,NA,NA,NA,NA,NA,NA,0.5,visual estimate,NA,1.5,visual estimate,3,NA,2.25,NA,1,3,3,no,NA,present,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,>40%,2-10%,no,NA,5,17,16,14,12,15,16,12,13,16,16,11,<2%,<2%,NA,1,NA,WMVC,NA,NA,WYWM1535,WYWM1535,2021-08-05T23:09:55Z
Baseline,9562997e-e10c-4d89-afe3-d73ec8f2235f,Hewlett Gulch,Alexus Cobarrubias and Paco Villegas,Paco Villegas,Paco Villegas,2020-10-10T18:00:00Z,2021-01-07T21:15:16Z,NA,2021-01-07T21:15:16Z,40.69156,-105.31092,clearsunny,NA,NA,NA,1.85,1.95,1.7,73.33333333,70,3.5,"urban,forested",NA,yes,no,no,0,0,0,notdectected,1,NA,0,3,NA,0,yes,NA,2,NA,0,NA,dry,dry,dry,siltloam,clayloam,slityclayloam,0.5,visual estimate,NA,1.5,visual estimate,3,NA,3,NA,0,1.5,0,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,notdetected,<2%,no,NA,16,15,15,14,13,4,0,11,17,11,17,15,notdetected,notdetected,NA,3,NA,WMVC,NA,NA,COWM0862,COWM0862,2021-08-05T23:09:55Z
Baseline,7d59d831-eda6-42a3-8449-274aa9ff2545,PC Hill Gulch,Alexus Cobarrubias and Paco Villegas,Paco Villegas,Paco Villegas,2020-10-10T18:00:00Z,2021-01-07T21:15:23Z,NA,2021-01-07T21:15:23Z,40.686,-105.304,cloudy,NA,NA,Came into contact with fence/private property. Shortened reach by 7m,2.4,2.1,2.1,88,90,2.67,"urban,other_natural",NA,yes,no,no,5,5,1,notdectected,2,NA,0,3,NA,0,yes,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,0,visual estimate,NA,0.75,visual estimate,2,NA,2.25,NA,0,1,0,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,notdetected,<2%,no,NA,11,17,14,13,17,16,17,17,17,15,15,16,notdetected,notdetected,NA,2,NA,WMVC,NA,30,COWM0873,COWM0873,2021-08-05T23:09:55Z
Baseline,eab88cc6-7b5d-49e2-9dc6-704c26094ff3,LSP [11]- West Valley Trail,Alexus Cobarrubias and Paco Villegas,Paco Villegas,Paco Villegas,2020-10-11T18:00:00Z,2021-01-07T21:15:31Z,NA,2021-01-07T21:15:31Z,40.57611,-105.17961,clearsunny,NA,NA,NA,1.2,1.2,0.95,44.66666667,40,10.3,"urban,other_natural",NA,yes,no,no,0,0,0,notdectected,0,NA,0,3,NA,0,yes,NA,3,NA,0,NA,dry,dry,dry,siltloam,sandyloam,sandyloam,0,visual estimate,NA,0.75,visual estimate,1,NA,0.75,NA,0,0.5,0,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,notdetected,notdetected,NA,NA,2,11,12,8,17,17,17,16,17,15,16,17,notdetected,notdetected,NA,2,NA,WMVC,NA,NA,COWM0929,COWM0929,2021-08-05T23:09:55Z
Baseline,101bdc68-60b6-4538-9ae5-9fdd7e8169dd,LSP [16]- Arthur's Rock Trail jct.,Alexus Cobarrubias and Paco Villegas,Paco Villegas,Paco Villegas,2020-10-11T18:00:00Z,2021-01-07T21:15:36Z,NA,2021-01-07T21:15:36Z,40.56442542,-105.1768682,clearsunny,NA,NA,NA,1.1,0.9,1,40,40,17,"urban,other_natural",NA,yes,no,no,0,0,0,notdectected,0,NA,0,3,NA,0,yes,NA,3,NA,0,NA,dry,dry,dry,sandyloam,sandyloam,sandyloam,0.5,visual estimate,NA,0.75,visual estimate,2,NA,0.75,NA,0,0.5,0,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,notdetected,<2%,NA,NA,10,16,8,8,12,11,12,8,13,10,15,13,<2%,notdetected,NA,2,NA,WMVC,NA,NA,COWM0940,COWM0940,2021-08-05T23:09:55Z
Baseline,4e61c984-a8ce-4b35-a6c3-787c918f3fd7,Bootlegger's Bottom,Alexus Cobarrubias and Paco Villegas,Paco Villegas,Paco Villegas,2020-10-12T18:00:00Z,2021-01-07T21:15:43Z,NA,2021-01-07T21:15:43Z,39.85955,-105.44511,clearsunny,NA,NA,NA,0.21,0.8,0.8,24.13333333,40,14.3,"urban,forested",NA,no,no,no,0,0,0,notdectected,2,NA,0,3,NA,2,yes,NA,2.5,NA,0,NA,saturated,NA,NA,NA,NA,NA,0.5,visual estimate,NA,0.75,visual estimate,1.5,NA,0.75,NA,0,0,0,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,notdetected,notdetected,NA,NA,8,16,15,15,13,12,16,6,17,17,16,13,>10%,notdetected,NA,1.5,NA,WMVC,NA,NA,COWM1030,COWM1030,2021-08-05T23:09:55Z
Baseline,09447a67-4e79-4934-9280-0121a139992d,Nott Creek at Rifleman Philip's Campground Road,Alexus Cobarrubias and Paco Villegas,Paco Villegas,Paco Villegas,2020-10-12T18:00:00Z,2021-01-07T21:15:48Z,NA,2021-01-07T21:15:48Z,39.86667,-105.40366,cloudy,NA,NA,NA,0.95,0.85,0.7,33.33333333,40,7,"urban,forested",NA,no,no,no,100,NA,NA,notdectected,6,NA,0,3,NA,0,yes,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,0.5,visual estimate,NA,0.75,visual estimate,1,NA,2.25,NA,0,2,3,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,>40%,2-10%,NA,NA,17,16,15,17,4,11,16,6,17,15,17,14,notdetected,<2%,NA,0.5,NA,WMVC,NA,60,COWM1029,COWM1029,2021-08-05T23:09:55Z
Baseline,66fb1ecd-14f7-45f5-9302-506fbf145fdc,Blue River Tributary,Alexus Cobarrubias and Paco Villegas,Paco Villegas,Paco Villegas,2020-10-12T18:00:00Z,2021-01-07T21:15:52Z,NA,2021-01-07T21:15:52Z,39.82469996,-106.2146251,clearsunny,NA,NA,NA,0.85,1.1,0.9,38,40,19.6,"urban,forested",NA,yes,no,no,50,50,0,notdectected,4,NA,0,3,NA,0,yes,NA,2,NA,0,NA,NA,NA,NA,NA,NA,NA,0.5,visual estimate,NA,0.75,visual estimate,3,NA,3,NA,0,0.5,2,NA,NA,present,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,10-40%,notdetected,NA,NA,17,17,17,17,15,17,13,17,17,17,15,12,notdetected,notdetected,NA,1.5,NA,WMVC,NA,NA,COWM1361,COWM1361,2021-08-05T23:09:55Z
Baseline,936a11b8-8eb9-4fac-88eb-fc2c065f7184,2x4 Creek,Alexus Cobarrubias and Paco Villegas,Paco Villegas,Paco Villegas,2020-10-13T18:00:00Z,2021-01-07T21:15:57Z,NA,2021-01-07T21:15:57Z,39.36404179,-106.7411952,clearsunny,NA,NA,NA,0.85,0.95,0.95,36.66666667,40,9,"urban,forested",NA,yes,no,no,0,0,0,notdectected,0,NA,0,3,NA,3,yes,NA,2,NA,0,NA,dry,dry,dry,siltyclay,siltloam,slityclayloam,0.5,visual estimate,NA,0.75,visual estimate,3,NA,3,NA,0,0.5,0,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,notdetected,<2%,NA,NA,15,15,17,16,13,16,16,17,17,12,17,17,notdetected,notdetected,NA,1.5,NA,WMVC,NA,NA,COWM1421,COWM1421,2021-08-05T23:09:55Z
